seller_,seller,make_,make,no
5364150,10026,Cadillac,20001,4
5364197,10029,Cadillac,20001,1
5364201,10030,Cadillac,20001,1
5364222,10032,Cadillac,20001,1
5364255,10036,Cadillac,20001,1
5364335,10044,Cadillac,20001,1
5364364,10050,Cadillac,20001,1
5364498,10066,Cadillac,20001,1
5364526,10069,Cadillac,20001,6
5364698,10080,Cadillac,20001,1
5364701,10081,Cadillac,20001,1
5364702,10082,Cadillac,20001,1
5364869,10094,Cadillac,20001,1
5364878,10096,Cadillac,20001,1
5365047,10118,Cadillac,20001,1
5365049,10119,Cadillac,20001,5
5365059,10123,Cadillac,20001,1
5365359,10140,Cadillac,20001,1
5365422,10148,Cadillac,20001,2
5365541,10151,Cadillac,20001,2
5365760,10165,Cadillac,20001,1
5365900,10176,Cadillac,20001,1
5365918,10179,Cadillac,20001,1
5365958,10184,Cadillac,20001,1
5366129,10199,Cadillac,20001,1
5366326,10212,Cadillac,20001,1
5366338,10213,Cadillac,20001,1
5366434,10221,Cadillac,20001,2
5366493,10224,Cadillac,20001,1
5366560,10232,Cadillac,20001,1
5366613,10237,Cadillac,20001,1
5366769,10250,Cadillac,20001,1
5366818,10254,Cadillac,20001,1
5366833,10257,Cadillac,20001,1
5367063,10279,Cadillac,20001,1
5367143,10291,Cadillac,20001,2
5367200,10296,Cadillac,20001,1
5367460,10320,Cadillac,20001,1
5367533,10324,Cadillac,20001,1
5367660,10334,Cadillac,20001,3
5367883,10340,Cadillac,20001,1
5367918,10343,Cadillac,20001,1
5367919,10344,Cadillac,20001,1
5368006,10351,Cadillac,20001,7
5368028,10358,Cadillac,20001,1
5368030,10360,Cadillac,20001,8
5368143,10367,Cadillac,20001,1
5368239,10372,Cadillac,20001,1
5368268,10378,Cadillac,20001,1
5368346,10391,Cadillac,20001,1
5368720,10406,Cadillac,20001,1
5369086,10420,Cadillac,20001,3
5369421,10435,Cadillac,20001,1
5369507,10440,Cadillac,20001,2
5369514,10443,Cadillac,20001,1
5369707,10460,Cadillac,20001,1
5369716,10464,Cadillac,20001,3
5370013,10471,Cadillac,20001,1
5370121,10480,Cadillac,20001,1
5370139,10482,Cadillac,20001,1
5370385,10496,Cadillac,20001,1
5370560,10504,Cadillac,20001,1
5370566,10507,Cadillac,20001,2
5370583,10510,Cadillac,20001,2
5370600,10513,Cadillac,20001,1
5370646,10517,Cadillac,20001,1
5371145,10537,Cadillac,20001,1
5371480,10550,Cadillac,20001,2
5371506,10554,Cadillac,20001,1
5371599,10557,Cadillac,20001,4
5371663,10562,Cadillac,20001,3
5372040,10570,Cadillac,20001,1
5372100,10577,Cadillac,20001,1
5372162,10579,Cadillac,20001,2
5372326,10591,Cadillac,20001,1
5372368,10595,Cadillac,20001,1
5372500,10599,Cadillac,20001,1
5372501,10600,Cadillac,20001,1
5372520,10601,Cadillac,20001,1
5372532,10603,Cadillac,20001,2
5372602,10608,Cadillac,20001,1
5372608,10609,Cadillac,20001,1
5372617,10611,Cadillac,20001,1
5372671,10617,Cadillac,20001,1
5372683,10620,Cadillac,20001,1
5372704,10624,Cadillac,20001,1
5372705,10625,Cadillac,20001,1
5372706,10626,Cadillac,20001,1
5372725,10631,Cadillac,20001,1
5372921,10663,Cadillac,20001,1
5372945,10664,Cadillac,20001,1
5372980,10667,Cadillac,20001,1
5373042,10677,Cadillac,20001,1
5373056,10679,Cadillac,20001,1
5373065,10681,Cadillac,20001,1
5373147,10694,Cadillac,20001,1
5373150,10695,Cadillac,20001,1
5373157,10698,Cadillac,20001,1
5373209,10705,Cadillac,20001,1
5373301,10714,Cadillac,20001,1
5373304,10716,Cadillac,20001,1
5373381,10733,Cadillac,20001,1
5373445,10745,Cadillac,20001,1
5373518,10757,Cadillac,20001,1
5373534,10762,Cadillac,20001,1
5373555,10767,Cadillac,20001,1
5373633,10782,Cadillac,20001,1
5373827,10804,Cadillac,20001,1
5373832,10806,Cadillac,20001,1
5373841,10808,Cadillac,20001,2
5373877,10812,Cadillac,20001,1
5373897,10819,Cadillac,20001,2
5373933,10825,Cadillac,20001,1
5374411,10841,Cadillac,20001,1
5374506,10854,Cadillac,20001,1
5374733,10881,Cadillac,20001,1
5374745,10884,Cadillac,20001,7
5374905,10895,Cadillac,20001,1
5374909,10896,Cadillac,20001,1
5374913,10897,Cadillac,20001,1
5374981,10903,Cadillac,20001,1
5375004,10908,Cadillac,20001,1
5375028,10909,Cadillac,20001,1
5375104,10915,Cadillac,20001,1
5375117,10916,Cadillac,20001,1
5375202,10921,Cadillac,20001,1
5375222,10925,Cadillac,20001,1
5375264,10928,Cadillac,20001,2
5375456,10944,Cadillac,20001,1
5375526,10951,Cadillac,20001,1
5375624,10958,Cadillac,20001,1
5375627,10959,Cadillac,20001,1
5375655,10969,Cadillac,20001,1
5375688,10974,Cadillac,20001,1
5375805,10988,Cadillac,20001,1
5375886,10997,Cadillac,20001,1
5375888,10998,Cadillac,20001,2
5376120,11014,Cadillac,20001,7
5376134,11017,Cadillac,20001,2
5376135,11018,Cadillac,20001,4
5376139,11020,Cadillac,20001,2
5376163,11022,Cadillac,20001,1
5376257,11035,Cadillac,20001,1
5376293,11038,Cadillac,20001,3
5376553,11071,Cadillac,20001,4
5376817,11095,Cadillac,20001,1
5376900,11105,Cadillac,20001,1
5376943,11112,Cadillac,20001,1
5377046,11134,Cadillac,20001,2
5377110,11150,Cadillac,20001,1
5377137,11155,Cadillac,20001,1
5377184,11162,Cadillac,20001,1
5377189,11164,Cadillac,20001,1
5377270,11183,Cadillac,20001,1
5377314,11191,Cadillac,20001,1
5377316,11193,Cadillac,20001,1
5377480,11218,Cadillac,20001,3
5377564,11224,Cadillac,20001,1
5377565,11225,Cadillac,20001,1
5377577,11228,Cadillac,20001,1
5377590,11231,Cadillac,20001,1
5377766,11250,Cadillac,20001,1
5377803,11274,Cadillac,20001,1
5377877,11314,Cadillac,20001,1
5378026,11342,Cadillac,20001,2
5378032,11345,Cadillac,20001,1
5378102,11352,Cadillac,20001,1
5378126,11356,Cadillac,20001,4
5378131,11358,Cadillac,20001,3
5378297,11386,Cadillac,20001,1
5378355,11396,Cadillac,20001,1
5378643,11415,Cadillac,20001,1
5378663,11421,Cadillac,20001,1
5378667,11422,Cadillac,20001,4
5378786,11433,Cadillac,20001,1
5378867,11452,Cadillac,20001,1
5378880,11455,Cadillac,20001,1
5378894,11456,Cadillac,20001,1
5378895,11457,Cadillac,20001,1
5378965,11461,Cadillac,20001,1
5378986,11464,Cadillac,20001,1
5378991,11466,Cadillac,20001,2
5379112,11480,Cadillac,20001,3
5379140,11484,Cadillac,20001,1
5379327,11516,Cadillac,20001,1
5379352,11521,Cadillac,20001,1
5379405,11526,Cadillac,20001,1
5379406,11527,Cadillac,20001,3
5379563,11551,Cadillac,20001,2
5379605,11559,Cadillac,20001,1
5379630,11565,Cadillac,20001,1
5379642,11568,Cadillac,20001,1
5379828,11585,Cadillac,20001,2
5379830,11586,Cadillac,20001,1
5379844,11589,Cadillac,20001,6
5379886,11595,Cadillac,20001,1
5379920,11605,Cadillac,20001,1
5379940,11611,Cadillac,20001,1
5380160,11646,Cadillac,20001,1
5380161,11647,Cadillac,20001,1
5380236,11653,Cadillac,20001,2
5380386,11669,Cadillac,20001,1
5380513,11676,Cadillac,20001,1
5380732,11692,Cadillac,20001,7
5380810,11699,Cadillac,20001,2
5380829,11702,Cadillac,20001,1
5380890,11709,Cadillac,20001,1
5381171,11730,Cadillac,20001,1
5381196,11733,Cadillac,20001,1
5381373,11745,Cadillac,20001,1
5381482,11761,Cadillac,20001,1
5381523,11767,Cadillac,20001,1
5381525,11768,Cadillac,20001,1
5381790,11801,Cadillac,20001,1
5381882,11809,Cadillac,20001,2
5381978,11826,Cadillac,20001,2
5382089,11847,Cadillac,20001,1
5382272,11872,Cadillac,20001,1
5382335,11882,Cadillac,20001,1
5382513,11903,Cadillac,20001,1
5382589,11910,Cadillac,20001,2
5382630,11915,Cadillac,20001,1
5382750,11924,Cadillac,20001,1
5382930,11948,Cadillac,20001,1
5382962,11955,Cadillac,20001,1
5382983,11956,Cadillac,20001,3
5382984,11957,Cadillac,20001,2
5383072,11968,Cadillac,20001,1
5383123,11981,Cadillac,20001,2
5383286,12001,Cadillac,20001,1
5383331,12012,Cadillac,20001,1
5383383,12024,Cadillac,20001,1
5383396,12030,Cadillac,20001,1
5383515,12037,Cadillac,20001,1
5383734,12054,Cadillac,20001,1
5383892,12086,Cadillac,20001,1
5383911,12092,Cadillac,20001,1
5383951,12109,Cadillac,20001,1
5383952,12110,Cadillac,20001,1
5383993,12115,Cadillac,20001,2
5384034,12125,Cadillac,20001,1
5384122,12140,Cadillac,20001,2
7,1,Chevrolet,20001,1
8,2,Chevrolet,20001,5
9,3,Chevrolet,20001,1
10,4,Chevrolet,20001,1
16,6,Chevrolet,20001,2
56,14,Chevrolet,20001,5
61,16,Chevrolet,20001,1
69,18,Chevrolet,20001,7
74,19,Chevrolet,20001,2
84,21,Chevrolet,20001,7
96,24,Chevrolet,20001,1
101,25,Chevrolet,20001,10
116,27,Chevrolet,20001,1
121,29,Chevrolet,20001,4
147,36,Chevrolet,20001,2
154,38,Chevrolet,20001,3
160,39,Chevrolet,20001,3
167,41,Chevrolet,20001,1
168,42,Chevrolet,20001,5
171,43,Chevrolet,20001,1
176,45,Chevrolet,20001,2
186,47,Chevrolet,20001,1
210,55,Chevrolet,20001,1
216,56,Chevrolet,20001,1
218,57,Chevrolet,20001,3
227,60,Chevrolet,20001,2
228,61,Chevrolet,20001,1
247,65,Chevrolet,20001,1
253,67,Chevrolet,20001,1
259,70,Chevrolet,20001,2
261,71,Chevrolet,20001,1
281,74,Chevrolet,20001,4
285,75,Chevrolet,20001,3
289,77,Chevrolet,20001,1
301,79,Chevrolet,20001,1
316,81,Chevrolet,20001,3
319,82,Chevrolet,20001,2
324,84,Chevrolet,20001,1
325,85,Chevrolet,20001,1
376,106,Chevrolet,20001,1
379,107,Chevrolet,20001,1
398,110,Chevrolet,20001,1
415,112,Chevrolet,20001,1
425,114,Chevrolet,20001,1
428,116,Chevrolet,20001,1
455,121,Chevrolet,20001,1
466,125,Chevrolet,20001,4
481,126,Chevrolet,20001,4
483,127,Chevrolet,20001,2
493,128,Chevrolet,20001,1
514,131,Chevrolet,20001,2
540,135,Chevrolet,20001,1
541,136,Chevrolet,20001,1
553,139,Chevrolet,20001,3
555,140,Chevrolet,20001,1
559,141,Chevrolet,20001,2
568,144,Chevrolet,20001,1
585,147,Chevrolet,20001,2
593,148,Chevrolet,20001,1
595,149,Chevrolet,20001,2
597,150,Chevrolet,20001,1
611,152,Chevrolet,20001,2
614,153,Chevrolet,20001,1
616,155,Chevrolet,20001,1
653,158,Chevrolet,20001,1
658,159,Chevrolet,20001,2
660,161,Chevrolet,20001,1
663,163,Chevrolet,20001,1
703,170,Chevrolet,20001,1
705,172,Chevrolet,20001,8
759,179,Chevrolet,20001,1
765,180,Chevrolet,20001,1
774,182,Chevrolet,20001,2
786,184,Chevrolet,20001,2
787,185,Chevrolet,20001,1
816,189,Chevrolet,20001,1
818,190,Chevrolet,20001,1
825,192,Chevrolet,20001,1
828,193,Chevrolet,20001,1
882,200,Chevrolet,20001,2
888,201,Chevrolet,20001,2
897,202,Chevrolet,20001,3
901,203,Chevrolet,20001,2
902,204,Chevrolet,20001,1
916,205,Chevrolet,20001,4
929,206,Chevrolet,20001,1
1006,217,Chevrolet,20001,1
1015,222,Chevrolet,20001,1
1034,224,Chevrolet,20001,1
1045,225,Chevrolet,20001,1
1056,227,Chevrolet,20001,1
1064,228,Chevrolet,20001,1
1115,234,Chevrolet,20001,2
1129,239,Chevrolet,20001,2
1140,241,Chevrolet,20001,1
1405,249,Chevrolet,20001,5
1416,250,Chevrolet,20001,1
1417,251,Chevrolet,20001,3
1434,254,Chevrolet,20001,2
1670,257,Chevrolet,20001,2
1836,258,Chevrolet,20001,1
2044,259,Chevrolet,20001,2
2111,260,Chevrolet,20001,1
2170,261,Chevrolet,20001,3
2246,267,Chevrolet,20001,1
2255,268,Chevrolet,20001,1
2256,269,Chevrolet,20001,1
2266,273,Chevrolet,20001,1
2317,279,Chevrolet,20001,1
2319,281,Chevrolet,20001,6
2355,284,Chevrolet,20001,1
2419,293,Chevrolet,20001,1
2421,294,Chevrolet,20001,1
2446,299,Chevrolet,20001,1
2451,301,Chevrolet,20001,1
2474,308,Chevrolet,20001,1
2525,313,Chevrolet,20001,1
2535,315,Chevrolet,20001,2
2537,316,Chevrolet,20001,2
2552,319,Chevrolet,20001,1
2556,320,Chevrolet,20001,1
2569,321,Chevrolet,20001,2
2571,322,Chevrolet,20001,1
2624,330,Chevrolet,20001,1
2625,331,Chevrolet,20001,2
2634,333,Chevrolet,20001,3
2641,335,Chevrolet,20001,2
2646,337,Chevrolet,20001,1
2680,342,Chevrolet,20001,4
2715,348,Chevrolet,20001,1
2733,350,Chevrolet,20001,1
2904,356,Chevrolet,20001,1
2929,366,Chevrolet,20001,9
3028,369,Chevrolet,20001,2
3051,375,Chevrolet,20001,2
3092,377,Chevrolet,20001,9
3113,379,Chevrolet,20001,1
3115,380,Chevrolet,20001,1
3142,386,Chevrolet,20001,1
3162,389,Chevrolet,20001,1
3169,390,Chevrolet,20001,1
3170,391,Chevrolet,20001,3
3187,395,Chevrolet,20001,5
3191,397,Chevrolet,20001,1
3198,399,Chevrolet,20001,6
3203,401,Chevrolet,20001,3
3233,406,Chevrolet,20001,1
3330,417,Chevrolet,20001,1
3332,418,Chevrolet,20001,1
3359,424,Chevrolet,20001,1
3403,429,Chevrolet,20001,1
3434,433,Chevrolet,20001,2
3438,435,Chevrolet,20001,2
3447,436,Chevrolet,20001,1
3452,439,Chevrolet,20001,1
3467,441,Chevrolet,20001,1
3526,445,Chevrolet,20001,1
3538,446,Chevrolet,20001,1
3542,447,Chevrolet,20001,2
3544,448,Chevrolet,20001,1
3552,450,Chevrolet,20001,2
3580,456,Chevrolet,20001,1
3626,462,Chevrolet,20001,2
3650,466,Chevrolet,20001,4
3684,470,Chevrolet,20001,1
3698,471,Chevrolet,20001,5
3711,472,Chevrolet,20001,2
3772,475,Chevrolet,20001,1
3784,476,Chevrolet,20001,1
4064,490,Chevrolet,20001,1
4105,494,Chevrolet,20001,6
4118,497,Chevrolet,20001,1
4156,507,Chevrolet,20001,2
4174,509,Chevrolet,20001,2
4183,510,Chevrolet,20001,1
4193,512,Chevrolet,20001,1
4232,518,Chevrolet,20001,2
4258,520,Chevrolet,20001,1
4313,528,Chevrolet,20001,1
4335,529,Chevrolet,20001,5
4355,530,Chevrolet,20001,2
4365,532,Chevrolet,20001,1
4417,544,Chevrolet,20001,1
4496,549,Chevrolet,20001,1
4520,553,Chevrolet,20001,1
4595,563,Chevrolet,20001,2
4621,570,Chevrolet,20001,2
4734,591,Chevrolet,20001,5
4805,605,Chevrolet,20001,2
4807,606,Chevrolet,20001,1
4949,619,Chevrolet,20001,1
5108,631,Chevrolet,20001,1
5113,632,Chevrolet,20001,1
5131,634,Chevrolet,20001,5
5144,636,Chevrolet,20001,2
5269,649,Chevrolet,20001,4
5331,658,Chevrolet,20001,1
5350,662,Chevrolet,20001,1
5386,665,Chevrolet,20001,1
5428,670,Chevrolet,20001,1
5445,672,Chevrolet,20001,1
5483,673,Chevrolet,20001,4
5673,690,Chevrolet,20001,14
5722,695,Chevrolet,20001,1
5798,706,Chevrolet,20001,1
5813,709,Chevrolet,20001,1
5920,719,Chevrolet,20001,3
5943,721,Chevrolet,20001,9
6112,728,Chevrolet,20001,1
6287,730,Chevrolet,20001,2
6764,736,Chevrolet,20001,1
6813,738,Chevrolet,20001,1
6827,741,Chevrolet,20001,1
6833,742,Chevrolet,20001,1
6844,743,Chevrolet,20001,1
7396,760,Chevrolet,20001,1
7590,773,Chevrolet,20001,3
7693,778,Chevrolet,20001,1
7741,785,Chevrolet,20001,3
7755,786,Chevrolet,20001,1
7829,799,Chevrolet,20001,1
7830,800,Chevrolet,20001,2
7851,804,Chevrolet,20001,1
7902,808,Chevrolet,20001,3
7906,809,Chevrolet,20001,1
7913,812,Chevrolet,20001,1
7921,814,Chevrolet,20001,1
7931,816,Chevrolet,20001,1
7991,827,Chevrolet,20001,1
8003,828,Chevrolet,20001,1
8049,830,Chevrolet,20001,1
8050,831,Chevrolet,20001,3
8056,833,Chevrolet,20001,1
8088,837,Chevrolet,20001,3
8189,845,Chevrolet,20001,1
8207,846,Chevrolet,20001,1
8215,847,Chevrolet,20001,1
8343,849,Chevrolet,20001,2
8387,853,Chevrolet,20001,1
8407,858,Chevrolet,20001,2
8425,862,Chevrolet,20001,2
8439,865,Chevrolet,20001,2
8490,873,Chevrolet,20001,1
8664,876,Chevrolet,20001,1
8764,880,Chevrolet,20001,1
8768,881,Chevrolet,20001,2
8815,884,Chevrolet,20001,2
8843,887,Chevrolet,20001,2
8903,891,Chevrolet,20001,2
8955,895,Chevrolet,20001,1
8963,897,Chevrolet,20001,1
8993,900,Chevrolet,20001,2
9009,902,Chevrolet,20001,1
9025,903,Chevrolet,20001,1
9048,905,Chevrolet,20001,2
9133,906,Chevrolet,20001,1
9166,907,Chevrolet,20001,1
9193,908,Chevrolet,20001,3
9235,909,Chevrolet,20001,6
9243,910,Chevrolet,20001,1
9279,912,Chevrolet,20001,3
9282,913,Chevrolet,20001,1
9441,917,Chevrolet,20001,1
9455,918,Chevrolet,20001,1
9492,921,Chevrolet,20001,1
9549,926,Chevrolet,20001,1
9550,927,Chevrolet,20001,2
9557,928,Chevrolet,20001,2
9564,929,Chevrolet,20001,1
9591,932,Chevrolet,20001,6
9623,934,Chevrolet,20001,6
9672,936,Chevrolet,20001,1
9692,940,Chevrolet,20001,2
9744,943,Chevrolet,20001,2
9749,944,Chevrolet,20001,2
9750,945,Chevrolet,20001,1
9786,949,Chevrolet,20001,1
9791,951,Chevrolet,20001,2
9802,952,Chevrolet,20001,5
9835,954,Chevrolet,20001,1
9838,955,Chevrolet,20001,3
9850,959,Chevrolet,20001,9
9854,960,Chevrolet,20001,4
9864,961,Chevrolet,20001,2
9865,962,Chevrolet,20001,3
10003,965,Chevrolet,20001,1
10028,967,Chevrolet,20001,2
10036,969,Chevrolet,20001,1
10056,970,Chevrolet,20001,1
10057,971,Chevrolet,20001,7
10082,972,Chevrolet,20001,1
10131,977,Chevrolet,20001,1
10134,978,Chevrolet,20001,2
10135,979,Chevrolet,20001,1
10138,981,Chevrolet,20001,3
10150,982,Chevrolet,20001,3
10157,983,Chevrolet,20001,2
10193,986,Chevrolet,20001,3
10194,987,Chevrolet,20001,1
10208,988,Chevrolet,20001,2
10209,989,Chevrolet,20001,3
10223,991,Chevrolet,20001,2
10230,993,Chevrolet,20001,1
10239,995,Chevrolet,20001,1
10276,996,Chevrolet,20001,1
10297,998,Chevrolet,20001,1
10366,1000,Chevrolet,20001,3
10394,1003,Chevrolet,20001,1
10417,1004,Chevrolet,20001,3
10421,1005,Chevrolet,20001,1
10480,1009,Chevrolet,20001,1
10481,1010,Chevrolet,20001,1
10505,1012,Chevrolet,20001,3
10522,1015,Chevrolet,20001,1
10523,1016,Chevrolet,20001,3
10532,1018,Chevrolet,20001,2
10553,1023,Chevrolet,20001,2
10567,1026,Chevrolet,20001,4
10569,1027,Chevrolet,20001,3
10586,1028,Chevrolet,20001,1
10597,1031,Chevrolet,20001,2
10601,1033,Chevrolet,20001,3
10648,1036,Chevrolet,20001,1
10654,1038,Chevrolet,20001,2
10674,1039,Chevrolet,20001,1
10680,1041,Chevrolet,20001,2
10692,1043,Chevrolet,20001,3
10700,1044,Chevrolet,20001,4
10731,1048,Chevrolet,20001,2
10732,1049,Chevrolet,20001,2
10784,1057,Chevrolet,20001,1
10788,1058,Chevrolet,20001,1
10789,1059,Chevrolet,20001,1
10970,1072,Chevrolet,20001,1
11146,1075,Chevrolet,20001,1
11348,1076,Chevrolet,20001,3
11353,1079,Chevrolet,20001,2
11359,1080,Chevrolet,20001,5
11374,1081,Chevrolet,20001,1
11384,1082,Chevrolet,20001,4
11564,1083,Chevrolet,20001,8
11645,1089,Chevrolet,20001,2
11752,1093,Chevrolet,20001,2
11756,1095,Chevrolet,20001,3
11770,1096,Chevrolet,20001,4
11777,1098,Chevrolet,20001,1
11781,1099,Chevrolet,20001,1
11792,1101,Chevrolet,20001,2
11796,1102,Chevrolet,20001,2
11804,1103,Chevrolet,20001,1
11813,1105,Chevrolet,20001,2
11827,1106,Chevrolet,20001,1
12014,1107,Chevrolet,20001,1
12019,1110,Chevrolet,20001,1
12035,1113,Chevrolet,20001,1
12062,1121,Chevrolet,20001,1
12110,1122,Chevrolet,20001,1
12200,1123,Chevrolet,20001,2
12245,1126,Chevrolet,20001,1
12310,1132,Chevrolet,20001,1
12330,1133,Chevrolet,20001,1
12355,1134,Chevrolet,20001,1
12422,1141,Chevrolet,20001,2
12429,1142,Chevrolet,20001,1
12457,1144,Chevrolet,20001,1
12537,1148,Chevrolet,20001,3
12546,1149,Chevrolet,20001,33
12547,1150,Chevrolet,20001,12
12550,1151,Chevrolet,20001,19
12551,1152,Chevrolet,20001,4
12566,1154,Chevrolet,20001,2
12567,1155,Chevrolet,20001,1
12575,1156,Chevrolet,20001,2
12619,1158,Chevrolet,20001,2
12649,1161,Chevrolet,20001,3
12682,1163,Chevrolet,20001,2
12684,1164,Chevrolet,20001,1
12689,1165,Chevrolet,20001,1
12716,1167,Chevrolet,20001,1
12728,1168,Chevrolet,20001,2
12739,1170,Chevrolet,20001,4
12747,1171,Chevrolet,20001,6
12754,1172,Chevrolet,20001,3
12758,1173,Chevrolet,20001,1
12761,1174,Chevrolet,20001,1
12792,1176,Chevrolet,20001,3
12797,1177,Chevrolet,20001,1
12825,1179,Chevrolet,20001,4
12828,1180,Chevrolet,20001,3
12869,1183,Chevrolet,20001,1
12938,1186,Chevrolet,20001,2
12971,1188,Chevrolet,20001,5
12990,1189,Chevrolet,20001,5
13000,1191,Chevrolet,20001,6
13002,1192,Chevrolet,20001,7
13038,1194,Chevrolet,20001,1
13065,1196,Chevrolet,20001,4
13094,1198,Chevrolet,20001,2
13104,1199,Chevrolet,20001,1
13156,1200,Chevrolet,20001,5
13211,1201,Chevrolet,20001,3
13253,1203,Chevrolet,20001,1
13276,1205,Chevrolet,20001,2
13281,1207,Chevrolet,20001,2
13348,1210,Chevrolet,20001,1
13394,1215,Chevrolet,20001,2
13397,1216,Chevrolet,20001,1
13398,1217,Chevrolet,20001,11
13400,1218,Chevrolet,20001,1
13416,1222,Chevrolet,20001,1
13417,1223,Chevrolet,20001,9
13434,1225,Chevrolet,20001,4
13473,1230,Chevrolet,20001,3
13482,1233,Chevrolet,20001,1
13487,1234,Chevrolet,20001,1
13494,1236,Chevrolet,20001,1
13520,1238,Chevrolet,20001,10
13541,1239,Chevrolet,20001,2
13557,1244,Chevrolet,20001,5
13594,1245,Chevrolet,20001,1
13612,1247,Chevrolet,20001,2
13623,1248,Chevrolet,20001,3
13695,1252,Chevrolet,20001,2
13724,1253,Chevrolet,20001,1
13733,1257,Chevrolet,20001,1
13736,1260,Chevrolet,20001,3
13741,1262,Chevrolet,20001,1
13790,1266,Chevrolet,20001,3
13805,1267,Chevrolet,20001,1
13817,1269,Chevrolet,20001,2
13830,1270,Chevrolet,20001,1
13837,1271,Chevrolet,20001,5
13841,1273,Chevrolet,20001,3
13847,1274,Chevrolet,20001,2
13856,1276,Chevrolet,20001,1
13915,1279,Chevrolet,20001,1
13930,1281,Chevrolet,20001,2
13948,1283,Chevrolet,20001,1
13961,1284,Chevrolet,20001,1
14040,1286,Chevrolet,20001,8
14058,1287,Chevrolet,20001,3
14067,1290,Chevrolet,20001,1
14068,1291,Chevrolet,20001,1
14081,1293,Chevrolet,20001,1
14094,1294,Chevrolet,20001,3
14130,1297,Chevrolet,20001,18
14139,1298,Chevrolet,20001,1
14146,1300,Chevrolet,20001,3
14174,1303,Chevrolet,20001,1
14181,1304,Chevrolet,20001,1
14182,1305,Chevrolet,20001,1
14195,1309,Chevrolet,20001,2
14215,1312,Chevrolet,20001,3
14220,1313,Chevrolet,20001,4
14227,1314,Chevrolet,20001,1
14229,1316,Chevrolet,20001,1
14230,1317,Chevrolet,20001,12
14261,1320,Chevrolet,20001,4
14265,1323,Chevrolet,20001,2
14273,1325,Chevrolet,20001,2
14280,1326,Chevrolet,20001,3
14286,1327,Chevrolet,20001,1
14362,1331,Chevrolet,20001,3
14363,1332,Chevrolet,20001,1
14364,1333,Chevrolet,20001,3
14368,1334,Chevrolet,20001,9
14401,1336,Chevrolet,20001,5
14404,1338,Chevrolet,20001,7
14420,1340,Chevrolet,20001,1
14427,1341,Chevrolet,20001,1
14435,1343,Chevrolet,20001,1
14436,1344,Chevrolet,20001,4
14476,1346,Chevrolet,20001,1
14489,1347,Chevrolet,20001,2
14491,1348,Chevrolet,20001,1
14507,1352,Chevrolet,20001,1
14512,1354,Chevrolet,20001,3
14515,1356,Chevrolet,20001,4
14537,1358,Chevrolet,20001,4
14548,1361,Chevrolet,20001,2
14549,1362,Chevrolet,20001,4
14558,1363,Chevrolet,20001,2
14566,1366,Chevrolet,20001,2
14576,1369,Chevrolet,20001,4
14588,1372,Chevrolet,20001,1
14590,1373,Chevrolet,20001,2
14601,1377,Chevrolet,20001,1
14604,1379,Chevrolet,20001,3
14607,1382,Chevrolet,20001,1
14615,1384,Chevrolet,20001,2
14621,1387,Chevrolet,20001,1
14627,1389,Chevrolet,20001,1
14720,1394,Chevrolet,20001,2
14756,1395,Chevrolet,20001,2
14758,1396,Chevrolet,20001,2
14817,1399,Chevrolet,20001,1
14856,1402,Chevrolet,20001,2
14873,1403,Chevrolet,20001,1
14984,1407,Chevrolet,20001,2
15096,1413,Chevrolet,20001,1
15145,1415,Chevrolet,20001,1
15147,1416,Chevrolet,20001,1
15151,1419,Chevrolet,20001,2
15152,1420,Chevrolet,20001,1
15160,1421,Chevrolet,20001,1
15168,1422,Chevrolet,20001,1
15216,1424,Chevrolet,20001,1
15300,1431,Chevrolet,20001,1
15398,1436,Chevrolet,20001,4
15427,1440,Chevrolet,20001,1
15428,1441,Chevrolet,20001,1
15450,1443,Chevrolet,20001,1
15474,1447,Chevrolet,20001,2
15527,1451,Chevrolet,20001,1
15542,1453,Chevrolet,20001,1
15601,1458,Chevrolet,20001,1
15645,1462,Chevrolet,20001,2
15649,1464,Chevrolet,20001,1
15702,1466,Chevrolet,20001,1
15711,1469,Chevrolet,20001,2
15721,1470,Chevrolet,20001,2
15737,1473,Chevrolet,20001,1
15755,1475,Chevrolet,20001,2
15757,1476,Chevrolet,20001,2
15925,1479,Chevrolet,20001,1
15943,1481,Chevrolet,20001,1
15961,1483,Chevrolet,20001,2
15975,1486,Chevrolet,20001,1
15982,1487,Chevrolet,20001,1
15995,1492,Chevrolet,20001,1
16307,1500,Chevrolet,20001,1
16476,1502,Chevrolet,20001,1
16603,1504,Chevrolet,20001,1
16699,1506,Chevrolet,20001,2
16756,1507,Chevrolet,20001,1
16777,1509,Chevrolet,20001,9
16778,1510,Chevrolet,20001,1
16795,1513,Chevrolet,20001,1
16802,1515,Chevrolet,20001,1
16870,1524,Chevrolet,20001,1
16875,1525,Chevrolet,20001,1
16889,1529,Chevrolet,20001,1
16903,1532,Chevrolet,20001,1
16904,1533,Chevrolet,20001,1
16905,1534,Chevrolet,20001,1
16915,1536,Chevrolet,20001,1
17071,1543,Chevrolet,20001,10
17103,1544,Chevrolet,20001,1
17118,1545,Chevrolet,20001,1
17306,1551,Chevrolet,20001,8
17310,1552,Chevrolet,20001,1
17342,1555,Chevrolet,20001,2
17345,1556,Chevrolet,20001,2
17367,1557,Chevrolet,20001,32
17378,1558,Chevrolet,20001,48
17423,1559,Chevrolet,20001,10
