seller_,seller,make_,make,no
156826,4703,Nissan,20001,1
156956,4716,Nissan,20001,2
157373,4741,Nissan,20001,1
157385,4743,Nissan,20001,2
157386,4744,Nissan,20001,6
157505,4753,Nissan,20001,2
157525,4757,Nissan,20001,3
157641,4765,Nissan,20001,1
157650,4768,Nissan,20001,2
157748,4771,Nissan,20001,1
157846,4776,Nissan,20001,1
157974,4782,Nissan,20001,1
158128,4788,Nissan,20001,3
158151,4790,Nissan,20001,1
158158,4791,Nissan,20001,1
158178,4794,Nissan,20001,1
158206,4799,Nissan,20001,1
158212,4801,Nissan,20001,1
158238,4803,Nissan,20001,1
158259,4807,Nissan,20001,3
158262,4808,Nissan,20001,4
158263,4809,Nissan,20001,4
158269,4811,Nissan,20001,1
158272,4812,Nissan,20001,3
158278,4813,Nissan,20001,1
158291,4815,Nissan,20001,6
158299,4817,Nissan,20001,1
158356,4826,Nissan,20001,1
158432,4834,Nissan,20001,1
158435,4835,Nissan,20001,2
158438,4836,Nissan,20001,1
158445,4837,Nissan,20001,1
158447,4838,Nissan,20001,10
158465,4839,Nissan,20001,6
158470,4840,Nissan,20001,2
158515,4843,Nissan,20001,1
158516,4844,Nissan,20001,1
158526,4846,Nissan,20001,1
158538,4848,Nissan,20001,2
158539,4849,Nissan,20001,6
158540,4850,Nissan,20001,1
158642,4860,Nissan,20001,2
158647,4862,Nissan,20001,10
158658,4863,Nissan,20001,1
158726,4871,Nissan,20001,1
158751,4873,Nissan,20001,2
158757,4874,Nissan,20001,3
158758,4875,Nissan,20001,2
158760,4876,Nissan,20001,2
158890,4887,Nissan,20001,1
158948,4888,Nissan,20001,2
159457,4906,Nissan,20001,1
159518,4908,Nissan,20001,1
159596,4910,Nissan,20001,3
159699,4913,Nissan,20001,3
159715,4915,Nissan,20001,1
159803,4918,Nissan,20001,1
159895,4921,Nissan,20001,2
159979,4922,Nissan,20001,1
159982,4923,Nissan,20001,1
160256,4925,Nissan,20001,3
160397,4927,Nissan,20001,1
160635,4931,Nissan,20001,1
161175,4943,Nissan,20001,2
161215,4944,Nissan,20001,1
161839,4950,Nissan,20001,3
163239,4968,Nissan,20001,1
164283,4983,Nissan,20001,1
164359,4984,Nissan,20001,1
164596,4987,Nissan,20001,1
164723,4992,Nissan,20001,1
164820,4995,Nissan,20001,2
164821,4996,Nissan,20001,20
164876,4998,Nissan,20001,4
165138,5001,Nissan,20001,1
165145,5002,Nissan,20001,2
165519,5009,Nissan,20001,10
165736,5016,Nissan,20001,1
165955,5019,Nissan,20001,1
165975,5020,Nissan,20001,1
166236,5029,Nissan,20001,2
166436,5032,Nissan,20001,1
166518,5036,Nissan,20001,1
166835,5039,Nissan,20001,1
167075,5049,Nissan,20001,2
167094,5051,Nissan,20001,1
167096,5052,Nissan,20001,1
167576,5055,Nissan,20001,1
167975,5062,Nissan,20001,1
168195,5063,Nissan,20001,11
168200,5066,Nissan,20001,1
168657,5073,Nissan,20001,1
169056,5079,Nissan,20001,1
169255,5083,Nissan,20001,2
169530,5092,Nissan,20001,2
169936,5096,Nissan,20001,1
169955,5097,Nissan,20001,1
170182,5102,Nissan,20001,1
170575,5107,Nissan,20001,1
170877,5113,Nissan,20001,1
170955,5116,Nissan,20001,12
171358,5123,Nissan,20001,1
171403,5125,Nissan,20001,1
171426,5129,Nissan,20001,2
171498,5130,Nissan,20001,2
171735,5138,Nissan,20001,2
171915,5147,Nissan,20001,1
171996,5148,Nissan,20001,2
172096,5149,Nissan,20001,1
172241,5151,Nissan,20001,4
172375,5156,Nissan,20001,1
172464,5159,Nissan,20001,2
172815,5166,Nissan,20001,3
172828,5168,Nissan,20001,2
172834,5170,Nissan,20001,3
172836,5171,Nissan,20001,1
172837,5172,Nissan,20001,2
172872,5175,Nissan,20001,1
172876,5179,Nissan,20001,4
172879,5180,Nissan,20001,8
172897,5182,Nissan,20001,4
172898,5183,Nissan,20001,2
172899,5184,Nissan,20001,2
172900,5185,Nissan,20001,11
172901,5186,Nissan,20001,1
172903,5188,Nissan,20001,1
172904,5189,Nissan,20001,1
172907,5191,Nissan,20001,33
172908,5192,Nissan,20001,1
172909,5193,Nissan,20001,10
172913,5195,Nissan,20001,3
172914,5196,Nissan,20001,2
172915,5197,Nissan,20001,1
172917,5198,Nissan,20001,2
172918,5199,Nissan,20001,24
172919,5200,Nissan,20001,2
172925,5203,Nissan,20001,2
172926,5204,Nissan,20001,1
173295,5211,Nissan,20001,1
173316,5213,Nissan,20001,9
173615,5218,Nissan,20001,1
173676,5219,Nissan,20001,2
173716,5220,Nissan,20001,1
174077,5228,Nissan,20001,1
174195,5229,Nissan,20001,2
175095,5241,Nissan,20001,1
175136,5242,Nissan,20001,1
175175,5243,Nissan,20001,1
175587,5254,Nissan,20001,1
175826,5261,Nissan,20001,1
176062,5268,Nissan,20001,1
176309,5272,Nissan,20001,1
176515,5273,Nissan,20001,1
176661,5276,Nissan,20001,4
176673,5278,Nissan,20001,2
176732,5286,Nissan,20001,3
176850,5296,Nissan,20001,8
176868,5297,Nissan,20001,2
176915,5303,Nissan,20001,1
176931,5305,Nissan,20001,37
176953,5308,Nissan,20001,1
176962,5310,Nissan,20001,13
176975,5311,Nissan,20001,10
176990,5312,Nissan,20001,5
177007,5314,Nissan,20001,1
177075,5318,Nissan,20001,9
177099,5319,Nissan,20001,1
177223,5328,Nissan,20001,3
177247,5329,Nissan,20001,1
177307,5333,Nissan,20001,9
177407,5346,Nissan,20001,4
177463,5351,Nissan,20001,4
177503,5353,Nissan,20001,2
177605,5359,Nissan,20001,1
177688,5364,Nissan,20001,2
177692,5366,Nissan,20001,1
177709,5368,Nissan,20001,1
177724,5372,Nissan,20001,3
178040,5393,Nissan,20001,1
178142,5405,Nissan,20001,2
178188,5408,Nissan,20001,2
178257,5414,Nissan,20001,2
178316,5420,Nissan,20001,1
178320,5421,Nissan,20001,1
178330,5422,Nissan,20001,1
178464,5429,Nissan,20001,2
178558,5433,Nissan,20001,1
178579,5436,Nissan,20001,1
178659,5441,Nissan,20001,1
178729,5443,Nissan,20001,9
178796,5449,Nissan,20001,1
178856,5459,Nissan,20001,2
178862,5460,Nissan,20001,1
178872,5461,Nissan,20001,1
178889,5462,Nissan,20001,1
178960,5464,Nissan,20001,2
178992,5467,Nissan,20001,1
179082,5474,Nissan,20001,1
179088,5475,Nissan,20001,2
179105,5477,Nissan,20001,1
179158,5478,Nissan,20001,1
179167,5481,Nissan,20001,1
179197,5483,Nissan,20001,1
179274,5488,Nissan,20001,6
179301,5489,Nissan,20001,2
179333,5491,Nissan,20001,1
179337,5492,Nissan,20001,6
179392,5499,Nissan,20001,1
179423,5503,Nissan,20001,1
179424,5504,Nissan,20001,2
179438,5506,Nissan,20001,1
179560,5513,Nissan,20001,5
179575,5516,Nissan,20001,2
179629,5522,Nissan,20001,4
179735,5529,Nissan,20001,1
179754,5531,Nissan,20001,1
179846,5537,Nissan,20001,1
179853,5538,Nissan,20001,2
179873,5540,Nissan,20001,1
179881,5543,Nissan,20001,1
179964,5549,Nissan,20001,3
180031,5552,Nissan,20001,1
180212,5559,Nissan,20001,1
180271,5564,Nissan,20001,5
180625,5584,Nissan,20001,1
180634,5586,Nissan,20001,1
180644,5588,Nissan,20001,1
180672,5589,Nissan,20001,1
180925,5606,Nissan,20001,1
180928,5607,Nissan,20001,1
180982,5618,Nissan,20001,1
181028,5626,Nissan,20001,2
181090,5628,Nissan,20001,1
181103,5632,Nissan,20001,1
181111,5635,Nissan,20001,1
181186,5642,Nissan,20001,1
181194,5643,Nissan,20001,9
181228,5647,Nissan,20001,1
181245,5648,Nissan,20001,1
181254,5650,Nissan,20001,1
181342,5657,Nissan,20001,1
181406,5666,Nissan,20001,1
181430,5667,Nissan,20001,2
181698,5680,Nissan,20001,1
181712,5681,Nissan,20001,1
181761,5685,Nissan,20001,2
181873,5697,Nissan,20001,1
182022,5707,Nissan,20001,1
182100,5716,Nissan,20001,1
182163,5722,Nissan,20001,1
182415,5731,Nissan,20001,1
182654,5743,Nissan,20001,1
182687,5745,Nissan,20001,4
182788,5764,Nissan,20001,3
182805,5767,Nissan,20001,2
182915,5776,Nissan,20001,4
182941,5778,Nissan,20001,2
182951,5780,Nissan,20001,1
183010,5787,Nissan,20001,2
183111,5792,Nissan,20001,1
183181,5796,Nissan,20001,3
183226,5800,Nissan,20001,6
183229,5801,Nissan,20001,1
183292,5803,Nissan,20001,1
183320,5809,Nissan,20001,1
183396,5817,Nissan,20001,2
183428,5818,Nissan,20001,2
183657,5832,Nissan,20001,3
183692,5833,Nissan,20001,2
183700,5834,Nissan,20001,2
183744,5838,Nissan,20001,4
183770,5840,Nissan,20001,1
183986,5852,Nissan,20001,4
184028,5854,Nissan,20001,1
184114,5861,Nissan,20001,1
184124,5862,Nissan,20001,1
184264,5870,Nissan,20001,1
184363,5878,Nissan,20001,1
184399,5884,Nissan,20001,2
184454,5888,Nissan,20001,1
184501,5895,Nissan,20001,1
184577,5901,Nissan,20001,1
184612,5904,Nissan,20001,2
184619,5905,Nissan,20001,1
184747,5914,Nissan,20001,1
184833,5919,Nissan,20001,1
184866,5921,Nissan,20001,3
184931,5923,Nissan,20001,3
185072,5937,Nissan,20001,2
185073,5938,Nissan,20001,1
185100,5939,Nissan,20001,3
185112,5941,Nissan,20001,1
185142,5942,Nissan,20001,1
185257,5948,Nissan,20001,2
185316,5952,Nissan,20001,1
185337,5953,Nissan,20001,12
185373,5956,Nissan,20001,2
185482,5961,Nissan,20001,2
185496,5963,Nissan,20001,1
185522,5968,Nissan,20001,1
185532,5970,Nissan,20001,2
185535,5972,Nissan,20001,2
185671,5977,Nissan,20001,2
185739,5983,Nissan,20001,1
185783,5985,Nissan,20001,7
185890,5992,Nissan,20001,1
185913,5996,Nissan,20001,4
185991,6006,Nissan,20001,2
186032,6010,Nissan,20001,2
186051,6013,Nissan,20001,1
186092,6017,Nissan,20001,1
186214,6022,Nissan,20001,1
186325,6027,Nissan,20001,1
186398,6035,Nissan,20001,1
186436,6038,Nissan,20001,3
186597,6043,Nissan,20001,1
186632,6047,Nissan,20001,1
186719,6054,Nissan,20001,2
187004,6080,Nissan,20001,2
187088,6087,Nissan,20001,1
187099,6090,Nissan,20001,13
187116,6093,Nissan,20001,3
187130,6095,Nissan,20001,1
187395,6110,Nissan,20001,2
187482,6115,Nissan,20001,1
187563,6119,Nissan,20001,1
187568,6120,Nissan,20001,1
187650,6124,Nissan,20001,5
187747,6128,Nissan,20001,1
187919,6143,Nissan,20001,1
188004,6155,Nissan,20001,3
188085,6160,Nissan,20001,1
188114,6161,Nissan,20001,1
188240,6172,Nissan,20001,8
188352,6179,Nissan,20001,5
188357,6180,Nissan,20001,6
188449,6183,Nissan,20001,1
188450,6184,Nissan,20001,1
188526,6186,Nissan,20001,1
188610,6190,Nissan,20001,10
188612,6191,Nissan,20001,2
188670,6192,Nissan,20001,2
188673,6193,Nissan,20001,29
188724,6195,Nissan,20001,1
188813,6198,Nissan,20001,1
188866,6203,Nissan,20001,1
188872,6204,Nissan,20001,1
188906,6208,Nissan,20001,1
188918,6210,Nissan,20001,1
188938,6213,Nissan,20001,1
189010,6221,Nissan,20001,1
189041,6226,Nissan,20001,1
189071,6228,Nissan,20001,2
189098,6230,Nissan,20001,5
189311,6238,Nissan,20001,1
189314,6240,Nissan,20001,3
189351,6242,Nissan,20001,5
189378,6245,Nissan,20001,1
189408,6247,Nissan,20001,2
189465,6249,Nissan,20001,1
189514,6251,Nissan,20001,8
189515,6252,Nissan,20001,12
189544,6256,Nissan,20001,1
189570,6258,Nissan,20001,2
189617,6265,Nissan,20001,2
189634,6267,Nissan,20001,2
189712,6273,Nissan,20001,3
189800,6282,Nissan,20001,1
189803,6283,Nissan,20001,4
189910,6291,Nissan,20001,3
189918,6294,Nissan,20001,2
189945,6298,Nissan,20001,2
189957,6300,Nissan,20001,1
189959,6301,Nissan,20001,1
190043,6305,Nissan,20001,7
190058,6306,Nissan,20001,1
190068,6307,Nissan,20001,1
190084,6309,Nissan,20001,1
190153,6312,Nissan,20001,1
190174,6314,Nissan,20001,1
190224,6316,Nissan,20001,9
190281,6319,Nissan,20001,1
190315,6320,Nissan,20001,1
190319,6321,Nissan,20001,1
190337,6324,Nissan,20001,1
190368,6326,Nissan,20001,2
190456,6329,Nissan,20001,1
190504,6333,Nissan,20001,1
190513,6335,Nissan,20001,2
190528,6337,Nissan,20001,1
190565,6340,Nissan,20001,6
190667,6350,Nissan,20001,1
190758,6352,Nissan,20001,11
190822,6356,Nissan,20001,2
190825,6357,Nissan,20001,9
190849,6359,Nissan,20001,1
191028,6371,Nissan,20001,1
191051,6373,Nissan,20001,2
191097,6376,Nissan,20001,3
191176,6380,Nissan,20001,1
191177,6381,Nissan,20001,1
191185,6383,Nissan,20001,5
191188,6384,Nissan,20001,8
191205,6385,Nissan,20001,1
191213,6386,Nissan,20001,6
191226,6388,Nissan,20001,1
191235,6389,Nissan,20001,4
191393,6401,Nissan,20001,1
191509,6406,Nissan,20001,4
191517,6408,Nissan,20001,1
191573,6414,Nissan,20001,1
191625,6417,Nissan,20001,1
191731,6424,Nissan,20001,1
191787,6430,Nissan,20001,3
191855,6434,Nissan,20001,3
191947,6439,Nissan,20001,4
191990,6440,Nissan,20001,1
192068,6443,Nissan,20001,1
192123,6447,Nissan,20001,1
192136,6448,Nissan,20001,8
192149,6449,Nissan,20001,13
192166,6450,Nissan,20001,1
192280,6457,Nissan,20001,1
192331,6460,Nissan,20001,1
192554,6476,Nissan,20001,1
192601,6477,Nissan,20001,1
192681,6482,Nissan,20001,1
192873,6493,Nissan,20001,1
192903,6497,Nissan,20001,1
192996,6500,Nissan,20001,1
193023,6504,Nissan,20001,2
193039,6507,Nissan,20001,1
193058,6510,Nissan,20001,3
193059,6511,Nissan,20001,3
193113,6513,Nissan,20001,1
193138,6516,Nissan,20001,4
193168,6519,Nissan,20001,8
193173,6520,Nissan,20001,2
193321,6528,Nissan,20001,2
193364,6532,Nissan,20001,1
193425,6533,Nissan,20001,1
193476,6536,Nissan,20001,1
193483,6540,Nissan,20001,1
193518,6543,Nissan,20001,1
193652,6548,Nissan,20001,1
193774,6556,Nissan,20001,5
193779,6557,Nissan,20001,2
193792,6558,Nissan,20001,2
193813,6562,Nissan,20001,11
193834,6564,Nissan,20001,3
193872,6569,Nissan,20001,4
193875,6570,Nissan,20001,1
193983,6578,Nissan,20001,6
194010,6579,Nissan,20001,1
194098,6583,Nissan,20001,2
194110,6584,Nissan,20001,1
194130,6588,Nissan,20001,1
194132,6589,Nissan,20001,1
194155,6590,Nissan,20001,16
194179,6591,Nissan,20001,3
194189,6592,Nissan,20001,1
194275,6597,Nissan,20001,1
194311,6599,Nissan,20001,1
194398,6606,Nissan,20001,1
194459,6611,Nissan,20001,4
194462,6613,Nissan,20001,7
194530,6615,Nissan,20001,1
194656,6620,Nissan,20001,2
194695,6626,Nissan,20001,1
194732,6629,Nissan,20001,1
194867,6633,Nissan,20001,2
194929,6638,Nissan,20001,1
194932,6639,Nissan,20001,1
194999,6646,Nissan,20001,1
195136,6656,Nissan,20001,1
195146,6658,Nissan,20001,5
195207,6662,Nissan,20001,1
195243,6663,Nissan,20001,1
195265,6664,Nissan,20001,1
195304,6669,Nissan,20001,2
195323,6672,Nissan,20001,5
195331,6674,Nissan,20001,1
195362,6679,Nissan,20001,1
195441,6684,Nissan,20001,3
195471,6686,Nissan,20001,1
195559,6695,Nissan,20001,1
195576,6698,Nissan,20001,1
195587,6699,Nissan,20001,8
195673,6704,Nissan,20001,1
195741,6707,Nissan,20001,1
195832,6714,Nissan,20001,1
195869,6716,Nissan,20001,5
195882,6718,Nissan,20001,343
195900,6722,Nissan,20001,2
195954,6727,Nissan,20001,1
196052,6738,Nissan,20001,2
196059,6739,Nissan,20001,1
196061,6740,Nissan,20001,1
196086,6745,Nissan,20001,2
196130,6746,Nissan,20001,5
196144,6749,Nissan,20001,1
196176,6753,Nissan,20001,1
196199,6756,Nissan,20001,9
196305,6765,Nissan,20001,1
196345,6768,Nissan,20001,1
196346,6769,Nissan,20001,1
196360,6771,Nissan,20001,1
196371,6773,Nissan,20001,2
196384,6774,Nissan,20001,1
196532,6782,Nissan,20001,1
196584,6788,Nissan,20001,1
196647,6792,Nissan,20001,1
196676,6795,Nissan,20001,1
196720,6798,Nissan,20001,3
196721,6799,Nissan,20001,2
196744,6801,Nissan,20001,3
196849,6811,Nissan,20001,1
196931,6816,Nissan,20001,3
196956,6819,Nissan,20001,1
196967,6820,Nissan,20001,2
196974,6821,Nissan,20001,1
196992,6823,Nissan,20001,2
197003,6824,Nissan,20001,1
197021,6825,Nissan,20001,2
197063,6831,Nissan,20001,10
197080,6832,Nissan,20001,2
197189,6844,Nissan,20001,6
197242,6847,Nissan,20001,2
197270,6849,Nissan,20001,1
197362,6855,Nissan,20001,1
197427,6860,Nissan,20001,2
197464,6862,Nissan,20001,1
197466,6864,Nissan,20001,4
197467,6865,Nissan,20001,2
197559,6871,Nissan,20001,1
197596,6874,Nissan,20001,2
197641,6880,Nissan,20001,1
197681,6881,Nissan,20001,1
197689,6882,Nissan,20001,3
197693,6884,Nissan,20001,1
197741,6885,Nissan,20001,1
197844,6887,Nissan,20001,17
197851,6889,Nissan,20001,2
197884,6892,Nissan,20001,2
197886,6893,Nissan,20001,1
198088,6910,Nissan,20001,1
198123,6914,Nissan,20001,1
198127,6915,Nissan,20001,10
198205,6922,Nissan,20001,1
198212,6924,Nissan,20001,1
198260,6926,Nissan,20001,1
198315,6929,Nissan,20001,1
198327,6932,Nissan,20001,1
198357,6938,Nissan,20001,1
198502,6951,Nissan,20001,1
198524,6952,Nissan,20001,2
198532,6953,Nissan,20001,2
198694,6966,Nissan,20001,3
198735,6970,Nissan,20001,1
198740,6972,Nissan,20001,1
198750,6974,Nissan,20001,2
198770,6978,Nissan,20001,1
198837,6983,Nissan,20001,2
198878,6988,Nissan,20001,1
198950,6994,Nissan,20001,3
198958,6996,Nissan,20001,1
198982,6999,Nissan,20001,1
199005,7000,Nissan,20001,2
199120,7009,Nissan,20001,1
199126,7011,Nissan,20001,1
199202,7015,Nissan,20001,2
199206,7016,Nissan,20001,1
199274,7022,Nissan,20001,1
199332,7028,Nissan,20001,1
199341,7032,Nissan,20001,1
199348,7033,Nissan,20001,1
199382,7035,Nissan,20001,2
199384,7036,Nissan,20001,1
199502,7042,Nissan,20001,4
199551,7044,Nissan,20001,2
199594,7048,Nissan,20001,1
199606,7051,Nissan,20001,1
199662,7053,Nissan,20001,1
199729,7062,Nissan,20001,20
199811,7065,Nissan,20001,2
199951,7072,Nissan,20001,2
200030,7074,Nissan,20001,1
200049,7077,Nissan,20001,5
200099,7083,Nissan,20001,1
200223,7087,Nissan,20001,1
200229,7089,Nissan,20001,2
200323,7095,Nissan,20001,3
200337,7098,Nissan,20001,1
200353,7102,Nissan,20001,1
200413,7106,Nissan,20001,1
200431,7110,Nissan,20001,1
200503,7114,Nissan,20001,25
200538,7115,Nissan,20001,1
200573,7117,Nissan,20001,2
200642,7121,Nissan,20001,13
200670,7123,Nissan,20001,1
200697,7125,Nissan,20001,1
200729,7128,Nissan,20001,1
200733,7129,Nissan,20001,2
200760,7132,Nissan,20001,2
200923,7139,Nissan,20001,5
201044,7149,Nissan,20001,2
201074,7153,Nissan,20001,1
201091,7154,Nissan,20001,1
201187,7162,Nissan,20001,1
201266,7169,Nissan,20001,1
201341,7170,Nissan,20001,1
201342,7171,Nissan,20001,1
201359,7174,Nissan,20001,10
201393,7179,Nissan,20001,1
201426,7185,Nissan,20001,3
201427,7186,Nissan,20001,1
201472,7190,Nissan,20001,3
201512,7193,Nissan,20001,2
201517,7194,Nissan,20001,2
201569,7198,Nissan,20001,2
201572,7199,Nissan,20001,1
201573,7200,Nissan,20001,1
201601,7207,Nissan,20001,1
201638,7211,Nissan,20001,1
201687,7213,Nissan,20001,1
201908,7224,Nissan,20001,1
201945,7226,Nissan,20001,2
201993,7231,Nissan,20001,5
202049,7235,Nissan,20001,1
202057,7237,Nissan,20001,1
202154,7246,Nissan,20001,1
202266,7252,Nissan,20001,1
202268,7254,Nissan,20001,10
202422,7270,Nissan,20001,2
202445,7276,Nissan,20001,6
202462,7278,Nissan,20001,1
202463,7279,Nissan,20001,1
202517,7287,Nissan,20001,1
202595,7295,Nissan,20001,1
202843,7310,Nissan,20001,1
202927,7317,Nissan,20001,7
202933,7319,Nissan,20001,1
203021,7323,Nissan,20001,1
203039,7328,Nissan,20001,1
203073,7335,Nissan,20001,1
203136,7337,Nissan,20001,1
203250,7345,Nissan,20001,2
203314,7352,Nissan,20001,1
203344,7354,Nissan,20001,3
203350,7355,Nissan,20001,1
203432,7361,Nissan,20001,1
203441,7362,Nissan,20001,3
203443,7363,Nissan,20001,1
203609,7376,Nissan,20001,1
203621,7377,Nissan,20001,1
203687,7385,Nissan,20001,5
203691,7387,Nissan,20001,2
203695,7388,Nissan,20001,5
203777,7394,Nissan,20001,1
203841,7400,Nissan,20001,2
203852,7403,Nissan,20001,2
203916,7408,Nissan,20001,1
203929,7411,Nissan,20001,1
203949,7414,Nissan,20001,9
203971,7417,Nissan,20001,2
204009,7419,Nissan,20001,1
204030,7420,Nissan,20001,1
204169,7432,Nissan,20001,1
204237,7436,Nissan,20001,4
204292,7440,Nissan,20001,1
204306,7442,Nissan,20001,1
204466,7452,Nissan,20001,13
204475,7453,Nissan,20001,3
204707,7469,Nissan,20001,1
204751,7473,Nissan,20001,1
204812,7474,Nissan,20001,1
204853,7479,Nissan,20001,1
204954,7483,Nissan,20001,2
205004,7487,Nissan,20001,1
205060,7491,Nissan,20001,4
205101,7493,Nissan,20001,2
205161,7496,Nissan,20001,1
205170,7498,Nissan,20001,1
205204,7501,Nissan,20001,9
205212,7502,Nissan,20001,1
205263,7503,Nissan,20001,4
205341,7507,Nissan,20001,1
205391,7510,Nissan,20001,1
205425,7514,Nissan,20001,1
205428,7515,Nissan,20001,1
205468,7518,Nissan,20001,2
205502,7520,Nissan,20001,1
205562,7523,Nissan,20001,1
205630,7529,Nissan,20001,3
205664,7533,Nissan,20001,2
205673,7534,Nissan,20001,2
205722,7538,Nissan,20001,1
205794,7544,Nissan,20001,1
205890,7549,Nissan,20001,1
205901,7550,Nissan,20001,1
205959,7556,Nissan,20001,1
205961,7557,Nissan,20001,1
205983,7558,Nissan,20001,3
206047,7563,Nissan,20001,6
206103,7567,Nissan,20001,2
206371,7582,Nissan,20001,1
206427,7585,Nissan,20001,1
206440,7586,Nissan,20001,2
206574,7587,Nissan,20001,1
206589,7589,Nissan,20001,2
206654,7590,Nissan,20001,1
206705,7592,Nissan,20001,1
206787,7599,Nissan,20001,1
206935,7605,Nissan,20001,1
207137,7611,Nissan,20001,1
207173,7615,Nissan,20001,1
207178,7617,Nissan,20001,2
207180,7618,Nissan,20001,2
207181,7619,Nissan,20001,1
207194,7620,Nissan,20001,1
207300,7625,Nissan,20001,1
207319,7628,Nissan,20001,1
207328,7629,Nissan,20001,2
207547,7638,Nissan,20001,1
207676,7647,Nissan,20001,1
207704,7649,Nissan,20001,1
207707,7650,Nissan,20001,2
207716,7653,Nissan,20001,1
207734,7654,Nissan,20001,1
207882,7663,Nissan,20001,1
207922,7664,Nissan,20001,2
207937,7666,Nissan,20001,1
208051,7674,Nissan,20001,1
208206,7682,Nissan,20001,2
208237,7683,Nissan,20001,1
208245,7685,Nissan,20001,2
208344,7690,Nissan,20001,1
208349,7692,Nissan,20001,3
208376,7696,Nissan,20001,1
208388,7697,Nissan,20001,2
208398,7698,Nissan,20001,2
208414,7702,Nissan,20001,1
208442,7705,Nissan,20001,1
208506,7710,Nissan,20001,2
208527,7712,Nissan,20001,1
208630,7721,Nissan,20001,2
208705,7723,Nissan,20001,1
208887,7731,Nissan,20001,1
208924,7732,Nissan,20001,2
208939,7735,Nissan,20001,1
208948,7737,Nissan,20001,1
208971,7738,Nissan,20001,1
209048,7749,Nissan,20001,1
209230,7759,Nissan,20001,1
209244,7760,Nissan,20001,5
209261,7763,Nissan,20001,2
209345,7769,Nissan,20001,1
209371,7772,Nissan,20001,1
209498,7776,Nissan,20001,6
209510,7777,Nissan,20001,1
209516,7778,Nissan,20001,2
209553,7785,Nissan,20001,6
209558,7787,Nissan,20001,2
209604,7790,Nissan,20001,1
209634,7793,Nissan,20001,2
209693,7800,Nissan,20001,1
209713,7802,Nissan,20001,1
209717,7805,Nissan,20001,1
209759,7809,Nissan,20001,1
209773,7810,Nissan,20001,1
209845,7816,Nissan,20001,1
209846,7817,Nissan,20001,1
209955,7827,Nissan,20001,2
210091,7834,Nissan,20001,1
210094,7835,Nissan,20001,3
210096,7836,Nissan,20001,1
210123,7837,Nissan,20001,2
210212,7843,Nissan,20001,1
210318,7857,Nissan,20001,1
210372,7862,Nissan,20001,1
210374,7863,Nissan,20001,1
210891,7876,Nissan,20001,1
210923,7879,Nissan,20001,2
210957,7881,Nissan,20001,2
210967,7883,Nissan,20001,2
210987,7887,Nissan,20001,1
211057,7891,Nissan,20001,1
211152,7897,Nissan,20001,3
211289,7909,Nissan,20001,3
211341,7914,Nissan,20001,1
211346,7915,Nissan,20001,1
211410,7920,Nissan,20001,1
211504,7922,Nissan,20001,8
211604,7926,Nissan,20001,3
211606,7927,Nissan,20001,1
2157553,7935,Nissan,20001,2
2163630,7944,Nissan,20001,1
2165806,7947,Nissan,20001,4
2165815,7949,Nissan,20001,3
2169489,7952,Nissan,20001,1
2169816,7953,Nissan,20001,1
2180815,7976,Nissan,20001,2
2182468,7979,Nissan,20001,2
2182598,7980,Nissan,20001,1
2195086,7990,Nissan,20001,3
2200526,7998,Nissan,20001,1
2200612,7999,Nissan,20001,1
2203021,8000,Nissan,20001,1
2208445,8010,Nissan,20001,1
2209283,8012,Nissan,20001,1
2216471,8022,Nissan,20001,1
2216817,8023,Nissan,20001,1
2217563,8024,Nissan,20001,2
2235199,8034,Nissan,20001,2
2235770,8036,Nissan,20001,1
2237176,8038,Nissan,20001,1
2239034,8039,Nissan,20001,1
2239752,8040,Nissan,20001,1
2239990,8042,Nissan,20001,2
2244558,8045,Nissan,20001,1
2244648,8046,Nissan,20001,3
2244770,8047,Nissan,20001,2
2246669,8050,Nissan,20001,1
2248770,8056,Nissan,20001,1
2252867,8059,Nissan,20001,1
2257427,8068,Nissan,20001,1
2257466,8069,Nissan,20001,1
2264930,8078,Nissan,20001,1
2265554,8080,Nissan,20001,1
2268916,8082,Nissan,20001,1
2282577,8100,Nissan,20001,1
2302544,8121,Nissan,20001,2
2307175,8123,Nissan,20001,2
2309430,8131,Nissan,20001,1
2311258,8136,Nissan,20001,1
2316999,8141,Nissan,20001,3
2317543,8142,Nissan,20001,2
2319139,8143,Nissan,20001,13
2323546,8144,Nissan,20001,1
2324800,8147,Nissan,20001,1
2325179,8150,Nissan,20001,1
2325690,8151,Nissan,20001,3
2328206,8154,Nissan,20001,1
2328582,8156,Nissan,20001,1
2329419,8158,Nissan,20001,6
2329457,8159,Nissan,20001,1
2342083,8170,Nissan,20001,62
2342128,8171,Nissan,20001,1
2342129,8172,Nissan,20001,2
2342150,8173,Nissan,20001,3
2342212,8174,Nissan,20001,8
2342259,8176,Nissan,20001,2
2342305,8177,Nissan,20001,9
2342334,8178,Nissan,20001,2
2344785,8184,Nissan,20001,2
2351158,8188,Nissan,20001,2
2354176,8195,Nissan,20001,2
2355749,8200,Nissan,20001,2
2360685,8206,Nissan,20001,1
2361599,8207,Nissan,20001,3
2364258,8211,Nissan,20001,1
2365357,8212,Nissan,20001,1
2367378,8219,Nissan,20001,2
2372984,8222,Nissan,20001,9
2373923,8228,Nissan,20001,1
2373971,8229,Nissan,20001,1
2377886,8233,Nissan,20001,1
2383634,8237,Nissan,20001,3
